customer_id,item_id,event_type,event_value,event_date
C00269,ITEM_031,view,1,2026-05-11
C01073,ITEM_064,view,1,2026-03-24
C00878,ITEM_007,play,3,2026-05-05
C00327,ITEM_055,view,1,2026-04-26
C00675,ITEM_033,view,1,2026-03-31
C00132,ITEM_072,play,3,2026-06-25
C00119,ITEM_035,view,1,2026-04-21
C01147,ITEM_041,view,1,2026-05-25
C00962,ITEM_036,view,1,2026-04-26
C00185,ITEM_054,play,3,2026-06-22
C00339,ITEM_005,view,1,2026-03-19
C00237,ITEM_003,play,3,2026-02-04
C00474,ITEM_046,play,3,2026-02-02
C00349,ITEM_031,play,3,2026-06-28
C00393,ITEM_013,view,1,2026-05-24
C00635,ITEM_061,play,3,2026-02-24
C00226,ITEM_059,view,1,2026-03-22
C01059,ITEM_008,purchase,5,2026-01-07
C00873,ITEM_014,play,3,2026-06-21
C00912,ITEM_062,view,1,2026-03-20
C00203,ITEM_038,play,3,2026-03-11
C00849,ITEM_024,view,1,2026-02-14
C01003,ITEM_042,view,1,2026-01-15
C00210,ITEM_028,view,1,2026-05-18
C00901,ITEM_007,view,1,2026-02-10
C00429,ITEM_051,play,3,2026-01-16
C00945,ITEM_055,play,3,2026-06-26
C00574,ITEM_006,view,1,2026-04-09
C00962,ITEM_019,play,3,2026-01-14
C00176,ITEM_049,play,3,2026-02-22
C00466,ITEM_060,play,3,2026-04-10
C00328,ITEM_073,view,1,2026-02-07
C00298,ITEM_048,view,1,2026-06-28
C00369,ITEM_007,play,3,2026-06-07
C00458,ITEM_028,view,1,2026-06-09
C00152,ITEM_020,view,1,2026-04-03
C00848,ITEM_079,view,1,2026-06-27
C00660,ITEM_001,view,1,2026-02-28
C00995,ITEM_030,view,1,2026-04-10
C00846,ITEM_041,view,1,2026-05-15
C00178,ITEM_023,play,3,2026-04-01
C00083,ITEM_058,purchase,5,2026-06-03
C00507,ITEM_010,view,1,2026-01-19
C00577,ITEM_074,view,1,2026-03-21
C00288,ITEM_032,play,3,2026-05-30
C00938,ITEM_029,view,1,2026-02-02
C00697,ITEM_073,purchase,5,2026-03-11
C00897,ITEM_011,view,1,2026-06-28
C00130,ITEM_037,view,1,2026-04-21
C00978,ITEM_002,view,1,2026-03-06
C00247,ITEM_040,view,1,2026-03-07
C00537,ITEM_026,play,3,2026-02-06
C00527,ITEM_059,view,1,2026-05-13
C00984,ITEM_040,play,3,2026-01-19
C00332,ITEM_050,play,3,2026-02-07
C00288,ITEM_072,play,3,2026-01-23
C00407,ITEM_076,play,3,2026-05-16
C00432,ITEM_017,view,1,2026-06-19
C00218,ITEM_040,view,1,2026-01-16
C00211,ITEM_062,play,3,2026-06-20
C00277,ITEM_010,view,1,2026-06-14
C00560,ITEM_038,view,1,2026-04-02
C00412,ITEM_044,view,1,2026-01-07
C00470,ITEM_069,view,1,2026-05-05
C00862,ITEM_007,play,3,2026-04-05
C00289,ITEM_069,view,1,2026-05-30
C01091,ITEM_019,play,3,2026-02-23
C00902,ITEM_068,purchase,5,2026-04-11
C00209,ITEM_052,view,1,2026-06-10
C00376,ITEM_032,play,3,2026-05-01
C00220,ITEM_010,view,1,2026-04-27
C00327,ITEM_027,view,1,2026-06-24
C00438,ITEM_059,view,1,2026-03-30
C00157,ITEM_016,view,1,2026-02-01
C00017,ITEM_053,view,1,2026-06-25
C00526,ITEM_018,view,1,2026-01-25
C00841,ITEM_006,view,1,2026-04-10
C00363,ITEM_049,view,1,2026-05-16
C01032,ITEM_064,play,3,2026-05-22
C00443,ITEM_076,view,1,2026-05-07
C01080,ITEM_040,play,3,2026-03-18
C00283,ITEM_048,purchase,5,2026-02-03
C00647,ITEM_054,play,3,2026-01-07
C00915,ITEM_032,view,1,2026-02-24
C00070,ITEM_002,play,3,2026-06-24
C01116,ITEM_019,play,3,2026-05-04
C00437,ITEM_030,purchase,5,2026-03-15
C00597,ITEM_052,purchase,5,2026-03-30
C00754,ITEM_024,view,1,2026-03-02
C00771,ITEM_016,view,1,2026-06-10
C00028,ITEM_072,play,3,2026-03-23
C01040,ITEM_007,view,1,2026-05-31
C00748,ITEM_063,view,1,2026-01-10
C01198,ITEM_007,play,3,2026-03-29
C00565,ITEM_025,play,3,2026-04-19
C00736,ITEM_068,view,1,2026-05-01
C00529,ITEM_067,view,1,2026-01-05
C01067,ITEM_030,view,1,2026-04-26
C00998,ITEM_001,view,1,2026-06-01
C01090,ITEM_075,purchase,5,2026-01-17
C00605,ITEM_071,play,3,2026-03-01
C00949,ITEM_039,view,1,2026-03-18
C00430,ITEM_002,view,1,2026-02-15
C00553,ITEM_055,play,3,2026-03-21
C00912,ITEM_062,play,3,2026-06-10
C00097,ITEM_066,view,1,2026-06-11
C00852,ITEM_058,view,1,2026-04-19
C00018,ITEM_069,view,1,2026-06-09
C00696,ITEM_040,play,3,2026-05-27
C00572,ITEM_013,view,1,2026-01-11
C00562,ITEM_055,view,1,2026-03-11
C00593,ITEM_017,purchase,5,2026-06-02
C00590,ITEM_050,play,3,2026-03-21
C00488,ITEM_012,purchase,5,2026-04-21
C00541,ITEM_003,view,1,2026-03-16
C00681,ITEM_035,view,1,2026-01-03
C00916,ITEM_047,purchase,5,2026-04-12
C00662,ITEM_012,purchase,5,2026-03-10
C00771,ITEM_062,purchase,5,2026-05-20
C01003,ITEM_052,play,3,2026-06-09
C01187,ITEM_064,view,1,2026-01-19
C00130,ITEM_029,view,1,2026-03-06
C00855,ITEM_052,view,1,2026-03-12
C00270,ITEM_077,purchase,5,2026-05-02
C00236,ITEM_014,view,1,2026-03-13
C00951,ITEM_065,play,3,2026-04-12
C00082,ITEM_050,purchase,5,2026-06-13
C01017,ITEM_057,purchase,5,2026-04-17
C00924,ITEM_050,purchase,5,2026-01-18
C01193,ITEM_055,view,1,2026-03-28
C00801,ITEM_062,view,1,2026-06-09
C01047,ITEM_003,purchase,5,2026-03-28
C00142,ITEM_002,view,1,2026-06-26
C01067,ITEM_006,view,1,2026-06-12
C00192,ITEM_074,purchase,5,2026-02-17
C00377,ITEM_034,play,3,2026-03-16
C00153,ITEM_079,view,1,2026-02-03
C00481,ITEM_073,view,1,2026-02-04
C00898,ITEM_027,view,1,2026-03-08
C00321,ITEM_007,purchase,5,2026-03-17
C00986,ITEM_067,view,1,2026-03-05
C00727,ITEM_033,view,1,2026-05-12
C00754,ITEM_023,view,1,2026-01-28
C01126,ITEM_063,play,3,2026-03-27
C00518,ITEM_038,purchase,5,2026-06-09
C00413,ITEM_025,view,1,2026-05-12
C01193,ITEM_031,view,1,2026-02-06
C00668,ITEM_074,view,1,2026-02-13
C00737,ITEM_024,view,1,2026-06-16
C00355,ITEM_074,view,1,2026-04-15
C00258,ITEM_047,view,1,2026-06-08
C00203,ITEM_004,view,1,2026-06-05
C00268,ITEM_009,view,1,2026-03-21
C00234,ITEM_049,view,1,2026-04-06
C00896,ITEM_010,view,1,2026-03-08
C00069,ITEM_011,view,1,2026-04-25
C00755,ITEM_037,play,3,2026-04-27
C01139,ITEM_035,view,1,2026-05-03
C00918,ITEM_075,view,1,2026-06-04
C00483,ITEM_071,purchase,5,2026-05-14
C00071,ITEM_074,view,1,2026-01-19
C01000,ITEM_005,play,3,2026-03-05
C00003,ITEM_064,view,1,2026-04-13
C00817,ITEM_074,play,3,2026-04-23
C00805,ITEM_048,view,1,2026-06-05
C00230,ITEM_079,view,1,2026-03-16
C00887,ITEM_064,play,3,2026-05-28
C00210,ITEM_053,play,3,2026-03-12
C00270,ITEM_032,view,1,2026-01-27
C00974,ITEM_028,play,3,2026-03-27
C01174,ITEM_031,view,1,2026-01-27
C00317,ITEM_020,purchase,5,2026-03-15
C01105,ITEM_046,play,3,2026-02-13
C01095,ITEM_034,view,1,2026-01-05
C00923,ITEM_023,play,3,2026-04-30
C00168,ITEM_014,purchase,5,2026-05-14
C00359,ITEM_041,play,3,2026-01-24
C00813,ITEM_001,view,1,2026-04-16
C01199,ITEM_029,play,3,2026-04-01
C00977,ITEM_005,play,3,2026-01-25
C00504,ITEM_026,view,1,2026-04-20
C00282,ITEM_053,play,3,2026-02-17
C01152,ITEM_051,view,1,2026-05-28
C00331,ITEM_001,play,3,2026-04-20
C00410,ITEM_056,play,3,2026-01-21
C01157,ITEM_024,view,1,2026-04-04
C00673,ITEM_038,purchase,5,2026-01-22
C00317,ITEM_054,view,1,2026-05-11
C00006,ITEM_002,view,1,2026-02-23
C00515,ITEM_013,view,1,2026-03-30
C01183,ITEM_013,view,1,2026-05-06
C00519,ITEM_026,play,3,2026-06-02
C00839,ITEM_001,view,1,2026-04-03
C00303,ITEM_002,purchase,5,2026-01-14
C00930,ITEM_040,purchase,5,2026-02-16
C00930,ITEM_008,play,3,2026-04-21
C00729,ITEM_034,view,1,2026-01-08
C00926,ITEM_018,play,3,2026-03-08
C00694,ITEM_079,view,1,2026-02-28
C00453,ITEM_010,play,3,2026-02-25
C00885,ITEM_038,view,1,2026-06-21
C01002,ITEM_037,purchase,5,2026-06-19
C01009,ITEM_059,view,1,2026-06-11
C00255,ITEM_010,view,1,2026-06-05
C00811,ITEM_077,purchase,5,2026-06-10
C00005,ITEM_024,view,1,2026-02-03
C00686,ITEM_002,play,3,2026-03-12
C00685,ITEM_057,purchase,5,2026-01-11
C00436,ITEM_043,view,1,2026-05-24
C01192,ITEM_052,view,1,2026-06-06
C01059,ITEM_072,view,1,2026-01-06
C00046,ITEM_030,play,3,2026-01-31
C00250,ITEM_072,purchase,5,2026-01-31
C00249,ITEM_074,view,1,2026-06-17
C01077,ITEM_043,play,3,2026-05-23
C00622,ITEM_062,view,1,2026-02-19
C00874,ITEM_002,view,1,2026-01-09
C00971,ITEM_048,play,3,2026-03-16
C00921,ITEM_006,play,3,2026-04-16
C00106,ITEM_034,view,1,2026-01-09
C00168,ITEM_059,view,1,2026-03-26
C00474,ITEM_004,view,1,2026-04-07
C00406,ITEM_032,view,1,2026-06-26
C00896,ITEM_033,view,1,2026-02-03
C00187,ITEM_019,play,3,2026-02-03
C00445,ITEM_043,view,1,2026-03-19
C00283,ITEM_064,view,1,2026-02-27
C00226,ITEM_079,play,3,2026-06-15
C00207,ITEM_072,view,1,2026-05-22
C00234,ITEM_076,view,1,2026-02-15
C00677,ITEM_016,purchase,5,2026-03-02
C00492,ITEM_008,view,1,2026-04-25
C00522,ITEM_014,view,1,2026-06-06
C00575,ITEM_078,view,1,2026-02-06
C00889,ITEM_017,view,1,2026-02-23
C01034,ITEM_060,view,1,2026-04-20
C00631,ITEM_032,view,1,2026-06-04
C00770,ITEM_054,view,1,2026-02-22
C00886,ITEM_060,play,3,2026-03-26
C00828,ITEM_072,view,1,2026-05-03
C00161,ITEM_006,view,1,2026-03-18
C01179,ITEM_026,view,1,2026-05-19
C00197,ITEM_009,purchase,5,2026-04-03
C00494,ITEM_031,view,1,2026-06-08
C00783,ITEM_029,play,3,2026-04-20
C00484,ITEM_069,view,1,2026-06-15
C00291,ITEM_056,purchase,5,2026-06-04
C01108,ITEM_008,view,1,2026-02-13
C00085,ITEM_035,view,1,2026-06-11
C00295,ITEM_056,view,1,2026-01-24
C01191,ITEM_059,view,1,2026-02-20
C00875,ITEM_064,play,3,2026-01-09
C00104,ITEM_017,play,3,2026-01-19
C00905,ITEM_070,play,3,2026-05-10
C01163,ITEM_072,view,1,2026-01-20
C00117,ITEM_017,play,3,2026-02-03
C00496,ITEM_052,view,1,2026-03-15
C00561,ITEM_054,purchase,5,2026-05-25
C00157,ITEM_070,play,3,2026-05-26
C00240,ITEM_006,view,1,2026-06-23
C00208,ITEM_018,play,3,2026-01-10
C00222,ITEM_068,view,1,2026-01-27
C00484,ITEM_002,view,1,2026-03-13
C00556,ITEM_038,view,1,2026-02-20
C00285,ITEM_023,play,3,2026-01-18
C00347,ITEM_049,view,1,2026-04-05
C00230,ITEM_037,view,1,2026-03-26
C00955,ITEM_068,play,3,2026-03-19
C00254,ITEM_006,view,1,2026-01-05
C01089,ITEM_040,play,3,2026-03-18
C00646,ITEM_041,view,1,2026-03-24
C00963,ITEM_040,view,1,2026-02-09
C00763,ITEM_006,play,3,2026-05-24
C00319,ITEM_037,view,1,2026-06-10
C00721,ITEM_070,play,3,2026-06-17
C00328,ITEM_048,view,1,2026-05-03
C00142,ITEM_008,play,3,2026-05-02
C00305,ITEM_057,view,1,2026-01-28
C00330,ITEM_074,play,3,2026-03-12
C00162,ITEM_064,view,1,2026-01-01
C00028,ITEM_007,view,1,2026-04-11
C01132,ITEM_002,view,1,2026-05-18
C00616,ITEM_014,view,1,2026-05-01
C00482,ITEM_027,view,1,2026-01-03
C01115,ITEM_074,view,1,2026-04-11
C00269,ITEM_034,view,1,2026-06-08
C00483,ITEM_077,play,3,2026-01-19
C01016,ITEM_007,view,1,2026-04-06
C00758,ITEM_060,view,1,2026-02-15
C00479,ITEM_060,view,1,2026-06-17
C00306,ITEM_076,view,1,2026-04-10
C00042,ITEM_041,play,3,2026-05-19
C00102,ITEM_048,purchase,5,2026-04-05
C00194,ITEM_000,view,1,2026-06-10
C00943,ITEM_070,play,3,2026-02-21
C00767,ITEM_050,view,1,2026-05-14
C00520,ITEM_056,purchase,5,2026-03-19
C00939,ITEM_027,view,1,2026-04-14
C00192,ITEM_006,view,1,2026-05-04
C00253,ITEM_058,view,1,2026-02-01
C00471,ITEM_058,view,1,2026-06-06
C01100,ITEM_014,play,3,2026-05-11
C00737,ITEM_065,view,1,2026-03-15
C01021,ITEM_000,view,1,2026-04-17
C00297,ITEM_052,view,1,2026-04-30
C01018,ITEM_006,purchase,5,2026-03-23
C00086,ITEM_060,play,3,2026-04-25
C00273,ITEM_035,purchase,5,2026-04-11
C00627,ITEM_026,play,3,2026-05-21
C00060,ITEM_059,purchase,5,2026-02-11
C01029,ITEM_064,view,1,2026-01-01
C01040,ITEM_048,view,1,2026-03-14
C00649,ITEM_058,view,1,2026-05-29
C00366,ITEM_001,view,1,2026-01-23
C00118,ITEM_065,play,3,2026-06-05
C00742,ITEM_047,view,1,2026-03-15
C00645,ITEM_012,view,1,2026-02-07
C00911,ITEM_038,play,3,2026-03-26
C00723,ITEM_050,view,1,2026-05-27
C00153,ITEM_063,view,1,2026-06-04
C00146,ITEM_041,view,1,2026-04-21
C00937,ITEM_020,play,3,2026-04-05
C00190,ITEM_020,view,1,2026-05-26
C01126,ITEM_057,view,1,2026-06-13
C00127,ITEM_068,view,1,2026-05-24
C00874,ITEM_050,play,3,2026-06-24
C01170,ITEM_063,view,1,2026-05-30
C00529,ITEM_049,view,1,2026-01-09
C00068,ITEM_039,purchase,5,2026-01-04
C01052,ITEM_032,play,3,2026-04-18
C00224,ITEM_039,view,1,2026-06-22
C00632,ITEM_001,view,1,2026-02-23
C01181,ITEM_046,view,1,2026-06-23
C00893,ITEM_015,play,3,2026-06-03
C00055,ITEM_072,view,1,2026-01-26
C00984,ITEM_067,purchase,5,2026-03-30
C00193,ITEM_039,play,3,2026-02-09
C00899,ITEM_049,view,1,2026-01-15
C00745,ITEM_003,view,1,2026-05-05
C00345,ITEM_046,play,3,2026-02-08
C00508,ITEM_068,play,3,2026-04-11
C00141,ITEM_042,play,3,2026-05-02
C01184,ITEM_068,view,1,2026-03-19
C00286,ITEM_006,play,3,2026-01-15
C00370,ITEM_077,play,3,2026-01-13
C00603,ITEM_027,purchase,5,2026-03-10
C00806,ITEM_002,view,1,2026-01-08
C00606,ITEM_049,view,1,2026-06-06
C00606,ITEM_049,view,1,2026-01-30
C00699,ITEM_010,play,3,2026-01-06
C01029,ITEM_027,purchase,5,2026-01-26
C00474,ITEM_073,view,1,2026-05-06
C00998,ITEM_015,view,1,2026-04-16
C00944,ITEM_005,view,1,2026-05-02
C01153,ITEM_065,view,1,2026-03-04
C01095,ITEM_054,play,3,2026-02-27
C00957,ITEM_039,view,1,2026-05-01
C00296,ITEM_024,view,1,2026-01-21
C00929,ITEM_069,purchase,5,2026-03-12
C00883,ITEM_069,view,1,2026-01-19
C00347,ITEM_000,view,1,2026-03-18
C00813,ITEM_066,view,1,2026-06-24
C00303,ITEM_037,view,1,2026-06-03
C00627,ITEM_026,view,1,2026-05-02
C00956,ITEM_027,play,3,2026-04-29
C00226,ITEM_036,view,1,2026-03-09
C00404,ITEM_045,play,3,2026-05-07
C00954,ITEM_076,view,1,2026-05-31
C00544,ITEM_002,view,1,2026-04-11
C01152,ITEM_048,view,1,2026-01-19
C00009,ITEM_005,view,1,2026-05-05
C00866,ITEM_000,view,1,2026-01-23
C00977,ITEM_024,play,3,2026-02-28
C01101,ITEM_062,view,1,2026-02-05
C00188,ITEM_027,play,3,2026-01-10
C01181,ITEM_028,view,1,2026-05-18
C00470,ITEM_072,view,1,2026-04-27
C00422,ITEM_022,view,1,2026-03-15
C00426,ITEM_061,view,1,2026-03-10
C00765,ITEM_066,play,3,2026-04-26
C00791,ITEM_051,play,3,2026-04-06
C00568,ITEM_077,view,1,2026-02-11
C00085,ITEM_078,view,1,2026-03-28
C01183,ITEM_004,play,3,2026-05-20
C00266,ITEM_013,view,1,2026-04-10
C00112,ITEM_031,view,1,2026-05-25
C00716,ITEM_053,view,1,2026-04-02
C00494,ITEM_022,view,1,2026-03-16
C00738,ITEM_050,play,3,2026-05-14
C01050,ITEM_071,view,1,2026-02-07
C00116,ITEM_000,view,1,2026-04-23
C00340,ITEM_069,play,3,2026-04-24
C00619,ITEM_038,view,1,2026-02-19
C00945,ITEM_072,play,3,2026-02-16
C00720,ITEM_054,view,1,2026-01-16
C00459,ITEM_003,view,1,2026-01-27
C00732,ITEM_072,view,1,2026-01-18
C01175,ITEM_004,view,1,2026-04-21
C00576,ITEM_020,view,1,2026-01-22
C01060,ITEM_044,play,3,2026-04-03
C00935,ITEM_072,play,3,2026-01-21
C00361,ITEM_013,play,3,2026-05-22
C00299,ITEM_043,view,1,2026-05-02
C00924,ITEM_009,purchase,5,2026-02-22
C00248,ITEM_027,view,1,2026-05-13
C00404,ITEM_020,play,3,2026-02-10
C00282,ITEM_034,play,3,2026-04-25
C00727,ITEM_056,view,1,2026-04-26
C00352,ITEM_057,view,1,2026-03-20
C00790,ITEM_053,play,3,2026-05-07
C01121,ITEM_002,play,3,2026-06-20
C00995,ITEM_062,view,1,2026-03-16
C01137,ITEM_051,play,3,2026-02-21
C00029,ITEM_005,view,1,2026-03-21
C00546,ITEM_075,view,1,2026-04-13
C00264,ITEM_061,play,3,2026-01-23
C01101,ITEM_055,play,3,2026-06-22
C00854,ITEM_039,view,1,2026-03-26
C00384,ITEM_063,view,1,2026-06-23
C00676,ITEM_025,view,1,2026-06-23
C00726,ITEM_057,view,1,2026-01-12
C00594,ITEM_048,view,1,2026-01-21
C00569,ITEM_048,view,1,2026-02-02
C00066,ITEM_063,play,3,2026-04-13
C00542,ITEM_013,view,1,2026-03-05
C00417,ITEM_008,view,1,2026-01-04
C00981,ITEM_044,view,1,2026-04-12
C01038,ITEM_064,view,1,2026-02-28
C00900,ITEM_020,view,1,2026-06-01
C00037,ITEM_045,view,1,2026-05-18
C01009,ITEM_076,view,1,2026-06-02
C00475,ITEM_049,view,1,2026-04-13
C00499,ITEM_006,view,1,2026-05-06
C01134,ITEM_070,play,3,2026-01-15
C01040,ITEM_078,view,1,2026-05-17
C00061,ITEM_056,view,1,2026-03-23
C00431,ITEM_048,view,1,2026-01-01
C00899,ITEM_046,view,1,2026-01-15
C00646,ITEM_049,view,1,2026-02-25
C00309,ITEM_026,play,3,2026-03-09
C00629,ITEM_051,view,1,2026-02-07
C01039,ITEM_040,view,1,2026-05-19
C00267,ITEM_063,view,1,2026-03-22
C00895,ITEM_066,view,1,2026-02-16
C00881,ITEM_056,purchase,5,2026-05-02
C01062,ITEM_079,view,1,2026-03-23
C00357,ITEM_035,view,1,2026-05-21
C00259,ITEM_060,view,1,2026-04-01
C00657,ITEM_027,view,1,2026-05-15
C00637,ITEM_063,view,1,2026-06-03
C00491,ITEM_021,view,1,2026-01-15
C00935,ITEM_055,view,1,2026-01-22
C00958,ITEM_001,view,1,2026-05-12
C00294,ITEM_061,view,1,2026-04-10
C00954,ITEM_023,view,1,2026-02-13
C00276,ITEM_019,view,1,2026-01-06
C00489,ITEM_026,play,3,2026-06-21
C00032,ITEM_033,view,1,2026-01-17
C00408,ITEM_010,purchase,5,2026-03-25
C01150,ITEM_044,purchase,5,2026-02-09
C00531,ITEM_009,view,1,2026-03-13
C00852,ITEM_043,view,1,2026-05-10
C00129,ITEM_029,play,3,2026-04-02
C00762,ITEM_047,view,1,2026-01-08
C00445,ITEM_012,view,1,2026-01-16
C00892,ITEM_077,view,1,2026-06-20
C01113,ITEM_001,view,1,2026-02-15
C00637,ITEM_068,play,3,2026-03-18
C00123,ITEM_028,play,3,2026-05-22
C00571,ITEM_066,play,3,2026-05-31
C00147,ITEM_047,play,3,2026-02-21
C00539,ITEM_066,play,3,2026-02-09
C00073,ITEM_044,view,1,2026-03-20
C00768,ITEM_063,purchase,5,2026-03-02
C00372,ITEM_052,purchase,5,2026-05-07
C00241,ITEM_054,play,3,2026-05-11
C00020,ITEM_045,play,3,2026-02-16
C01065,ITEM_020,view,1,2026-03-10
C01004,ITEM_067,view,1,2026-05-12
C00974,ITEM_068,play,3,2026-04-02
C00069,ITEM_057,view,1,2026-04-10
C00419,ITEM_022,view,1,2026-05-26
C01165,ITEM_032,view,1,2026-04-28
C00694,ITEM_057,view,1,2026-04-28
C00154,ITEM_014,view,1,2026-03-28
C00169,ITEM_008,view,1,2026-05-31
C00315,ITEM_032,view,1,2026-01-05
C01166,ITEM_043,view,1,2026-01-16
C00203,ITEM_071,view,1,2026-05-02
C01083,ITEM_025,view,1,2026-04-20
C00813,ITEM_017,play,3,2026-02-20
C01106,ITEM_056,view,1,2026-04-19
C00991,ITEM_070,view,1,2026-01-20
C00398,ITEM_068,view,1,2026-04-20
C00993,ITEM_050,view,1,2026-03-07
C00202,ITEM_001,play,3,2026-04-16
C00349,ITEM_052,view,1,2026-03-03
C00254,ITEM_009,view,1,2026-05-11
C00159,ITEM_062,play,3,2026-01-21
C00108,ITEM_074,view,1,2026-06-01
C00224,ITEM_048,play,3,2026-03-31
C00144,ITEM_019,purchase,5,2026-02-11
C00456,ITEM_023,view,1,2026-06-23
C00085,ITEM_058,purchase,5,2026-01-19
C00073,ITEM_060,view,1,2026-04-07
C01187,ITEM_065,view,1,2026-01-14
C00105,ITEM_008,view,1,2026-06-11
C00088,ITEM_059,view,1,2026-01-29
C00036,ITEM_076,view,1,2026-02-15
C00159,ITEM_002,view,1,2026-04-29
C00633,ITEM_034,view,1,2026-06-09
C00992,ITEM_058,view,1,2026-03-16
C00881,ITEM_042,view,1,2026-02-16
C00696,ITEM_076,view,1,2026-03-04
C00102,ITEM_054,view,1,2026-06-15
C00929,ITEM_029,view,1,2026-06-13
C00044,ITEM_049,play,3,2026-01-23
C00757,ITEM_056,view,1,2026-06-12
C00491,ITEM_062,play,3,2026-06-01
C01058,ITEM_022,view,1,2026-04-08
C00369,ITEM_073,view,1,2026-02-15
C00766,ITEM_079,purchase,5,2026-03-24
C00527,ITEM_017,view,1,2026-05-20
C00626,ITEM_016,view,1,2026-02-18
C01126,ITEM_030,view,1,2026-03-03
C00855,ITEM_024,view,1,2026-03-24
C00497,ITEM_014,view,1,2026-01-13
C00536,ITEM_013,view,1,2026-03-15
C00845,ITEM_056,view,1,2026-01-25
C00415,ITEM_076,purchase,5,2026-01-02
C00201,ITEM_007,view,1,2026-03-11
C00561,ITEM_045,view,1,2026-05-17
C00081,ITEM_022,play,3,2026-06-26
C00203,ITEM_019,view,1,2026-03-20
C00504,ITEM_045,play,3,2026-05-16
C00955,ITEM_010,view,1,2026-02-10
C00937,ITEM_006,play,3,2026-04-25
C00312,ITEM_069,purchase,5,2026-04-30
C00506,ITEM_035,view,1,2026-03-01
C00184,ITEM_005,play,3,2026-03-22
C00906,ITEM_070,play,3,2026-05-01
C00295,ITEM_051,play,3,2026-02-26
C00959,ITEM_059,view,1,2026-04-19
C01010,ITEM_048,view,1,2026-02-11
C00826,ITEM_037,view,1,2026-04-07
C00396,ITEM_061,purchase,5,2026-01-11
C01143,ITEM_027,view,1,2026-03-22
C00823,ITEM_054,view,1,2026-04-01
C00775,ITEM_070,play,3,2026-05-29
C01027,ITEM_066,view,1,2026-03-09
C01057,ITEM_044,view,1,2026-01-02
C00093,ITEM_003,view,1,2026-01-08
C01057,ITEM_001,play,3,2026-04-08
C00918,ITEM_034,view,1,2026-05-27
C00247,ITEM_053,view,1,2026-06-10
C00369,ITEM_006,view,1,2026-05-26
C00903,ITEM_032,view,1,2026-03-03
C00259,ITEM_032,view,1,2026-03-30
C00542,ITEM_036,view,1,2026-06-09
C00826,ITEM_044,play,3,2026-06-01
C00780,ITEM_022,view,1,2026-03-23
C01091,ITEM_047,view,1,2026-03-28
C00133,ITEM_036,view,1,2026-01-13
C00354,ITEM_073,view,1,2026-01-31
C01181,ITEM_025,play,3,2026-04-06
C00682,ITEM_073,view,1,2026-04-04
C00298,ITEM_076,play,3,2026-04-14
C00347,ITEM_024,play,3,2026-02-26
C00407,ITEM_032,play,3,2026-02-10
C00665,ITEM_055,play,3,2026-03-23
C00341,ITEM_036,view,1,2026-06-08
C00746,ITEM_057,purchase,5,2026-06-24
C00534,ITEM_020,play,3,2026-01-10
C00732,ITEM_076,view,1,2026-03-05
C00186,ITEM_055,view,1,2026-04-04
C00748,ITEM_006,view,1,2026-02-08
C01109,ITEM_019,view,1,2026-03-05
C00162,ITEM_049,view,1,2026-01-24
C00392,ITEM_023,play,3,2026-03-25
C00832,ITEM_032,view,1,2026-06-09
C00740,ITEM_051,view,1,2026-06-17
C00809,ITEM_027,view,1,2026-01-03
C00671,ITEM_072,view,1,2026-04-25
C00819,ITEM_049,view,1,2026-06-13
C00731,ITEM_033,play,3,2026-05-19
C00088,ITEM_022,view,1,2026-01-12
C00901,ITEM_023,purchase,5,2026-03-12
C00536,ITEM_002,play,3,2026-05-16
C00061,ITEM_006,play,3,2026-06-26
C00490,ITEM_062,view,1,2026-02-22
C00522,ITEM_061,play,3,2026-02-20
C00104,ITEM_006,purchase,5,2026-02-14
C01195,ITEM_044,play,3,2026-06-11
C00266,ITEM_026,view,1,2026-02-02
C00396,ITEM_055,play,3,2026-03-07
C00529,ITEM_047,view,1,2026-01-25
C00999,ITEM_063,view,1,2026-06-19
C00891,ITEM_049,play,3,2026-01-12
C00925,ITEM_015,play,3,2026-04-02
C00284,ITEM_053,view,1,2026-01-28
C01014,ITEM_066,view,1,2026-03-15
C00995,ITEM_079,play,3,2026-04-16
C00556,ITEM_056,view,1,2026-05-06
C00654,ITEM_032,view,1,2026-04-13
C00044,ITEM_040,play,3,2026-03-18
C00912,ITEM_010,play,3,2026-02-20
C01153,ITEM_050,view,1,2026-05-25
C00567,ITEM_011,view,1,2026-05-03
C00648,ITEM_020,view,1,2026-05-01
C00599,ITEM_040,view,1,2026-05-19
C00099,ITEM_038,play,3,2026-02-09
C00743,ITEM_030,play,3,2026-06-26
C00865,ITEM_051,view,1,2026-06-15
C01113,ITEM_073,view,1,2026-03-21
C01115,ITEM_073,view,1,2026-02-06
C00590,ITEM_040,view,1,2026-03-09
C01150,ITEM_044,view,1,2026-03-11
C00634,ITEM_036,view,1,2026-06-25
C00770,ITEM_071,play,3,2026-02-21
C00722,ITEM_068,view,1,2026-06-19
C01198,ITEM_004,play,3,2026-02-11
C00885,ITEM_063,view,1,2026-06-16
C00144,ITEM_002,play,3,2026-06-17
C00086,ITEM_057,purchase,5,2026-04-20
C00491,ITEM_027,view,1,2026-01-20
C00618,ITEM_042,view,1,2026-04-22
C00802,ITEM_062,play,3,2026-06-14
C00577,ITEM_018,view,1,2026-06-17
C00617,ITEM_010,view,1,2026-03-24
